raw_sid,namespace,pkdb_sid,study_name,pmid,pmcid,doi,title,raw_data_path,paperclip_available,paperclip_text_availability,paperclip_id,paperclip_source,paperclip_document_path,paperclip_url,match_method,match_note
170711,pmid,,Ohneda1975a,170711,,,Diagnostic value of intravenous glucagon test in insulinoma.,pmid/170711/study.json,yes,abstract_only,oa_W2124246570,abstracts,,https://doi.org/10.1620/tjem.116.205,title_exact,Abstract corpus record; no Paperclip full-text document path.
PKDB00311,pkdb,PKDB00311,Greenblatt1980,7357789,,,Diazepam disposition determinants.,pkdb/PKDB00311/study.json,yes,abstract_only,oa_W2010669389,abstracts,,https://doi.org/10.1038/clpt.1980.40,title_exact,Abstract corpus record; no Paperclip full-text document path.
PKDB00304,pkdb,PKDB00304,Ghoneim1981,7226707,,,Diazepam effects and kinetics in Caucasians and Orientals.,pkdb/PKDB00304/study.json,yes,abstract_only,oa_W2090620287,abstracts,,https://doi.org/10.1038/clpt.1981.106,title_exact,Abstract corpus record; no Paperclip full-text document path.
PKDB00330,pkdb,PKDB00330,Ochs1981,7312934,,,Diazepam kinetics in relation to age and sex.,pkdb/PKDB00330/study.json,yes,abstract_only,oa_W2008274522,abstracts,,https://doi.org/10.1159/000137524,title_exact,Abstract corpus record; no Paperclip full-text document path.
PKDB00277,pkdb,PKDB00277,Zhang1990,2225709,,,Diazepam metabolism in native Chinese poor and extensive hydroxylators of S-mephenytoin: interethnic differences in comparison with white subjects.,pkdb/PKDB00277/study.json,yes,abstract_only,oa_W2012515901,abstracts,,https://doi.org/10.1038/clpt.1990.185,title_exact,Abstract corpus record; no Paperclip full-text document path.
PKDB00406,pkdb,PKDB00406,Martin1975,1208580,,,Differences between the plasma indocyanine green disappearance rates of normal men and women.,pkdb/PKDB00406/study.json,yes,abstract_only,oa_W2334478219,abstracts,,https://doi.org/10.3181/00379727-150-39090,title_exact,Abstract corpus record; no Paperclip full-text document path.
PKDB00434,pkdb,PKDB00434,Bchir2006,16797457,,,Differences in pharmacokinetic and electroencephalographic responses to caffeine in sleep-sensitive and non-sensitive subjects.,pkdb/PKDB00434/study.json,yes,abstract_only,oa_W1996024479,abstracts,,https://doi.org/10.1016/j.crvi.2006.01.006,title_exact,Abstract corpus record; no Paperclip full-text document path.
PKDB00027,pkdb,PKDB00027,Critchley2005,15811172,,,Differences in the single-oral-dose pharmacokinetics and urinary excretion of paracetamol and its conjugates between Hong Kong Chinese and Caucasian subjects.,pkdb/PKDB00027/study.json,yes,abstract_only,oa_W2091532170,abstracts,,https://doi.org/10.1111/j.1365-2710.2004.00626.x,title_exact,Abstract corpus record; no Paperclip full-text document path.
PKDB00359,pkdb,PKDB00359,Sugimoto2001,11753267,,,Different effects of St John's wort on the pharmacokinetics of simvastatin and pravastatin.,pkdb/PKDB00359/study.json,yes,abstract_only,oa_W2097544991,abstracts,,https://doi.org/10.1067/mcp.2001.120025,title_exact,Abstract corpus record; no Paperclip full-text document path.
PKDB00510,pkdb,PKDB00510,Keskitalo2009,19842935,,,"Different effects of the ABCG2 c.421C>A SNP on the pharmacokinetics of fluvastatin, pravastatin and simvastatin.",pkdb/PKDB00510/study.json,no,none,,,,,,no_exact_match
PKDB00166,pkdb,PKDB00166,Ochs1984,6728897,,,Differential effects of isoniazid and oral contraceptive steroids on antipyrine oxidation and acetaminophen conjugation.,pkdb/PKDB00166/study.json,yes,abstract_only,oa_W2044587642,abstracts,,https://doi.org/10.1159/000137961,title_exact,Abstract corpus record; no Paperclip full-text document path.
PKDB00201,pkdb,PKDB00201,Tsunoda1999,10579473,,,Differentiation of intestinal and hepatic cytochrome P450 3A activity with use of midazolam as an in vivo probe: effect of ketoconazole.,pkdb/PKDB00201/study.json,yes,abstract_only,oa_W2082979826,abstracts,,https://doi.org/10.1016/s0009-9236(99)70009-3,title_exact,Abstract corpus record; no Paperclip full-text document path.
2584298,pmid,,Chen1989,2584298,,,Direct determination of codeine-6-glucuronide in plasma and urine using solid-phase extraction and high-performance liquid chromatography with fluorescence detection.,pmid/2584298/study.json,no,none,,,,,,no_exact_match
PKDB00091,pkdb,PKDB00091,Chen1991,2049245,PMC1368322,,Disposition and metabolism of codeine after single and chronic doses in one poor and seven extensive metabolisers.,pkdb/PKDB00091/study.json,yes,abstract_only,oa_W2048966261,abstracts,,https://doi.org/10.1111/j.1365-2125.1991.tb05550.x,title_exact,Abstract corpus record; no Paperclip full-text document path.
PKDB00126,pkdb,PKDB00126,TangLiu1983,6848742,,,Disposition of caffeine and its metabolites in man.,pkdb/PKDB00126/study.json,no,none,,,,,,no_exact_match
PKDB00276,pkdb,PKDB00276,Giles1981,7286038,,,Disposition of intravenous diazepam in young men and women.,pkdb/PKDB00276/study.json,no,none,,,,,,no_exact_match
8375123,pmid,,Babul1993,8375123,,,Disposition of morphine and its glucuronide metabolites after oral and rectal administration: evidence of route specificity.,pmid/8375123/study.json,yes,abstract_only,oa_W2029397760,abstracts,,https://doi.org/10.1038/clpt.1993.149,title_exact,Abstract corpus record; no Paperclip full-text document path.
PKDB00459,pkdb,PKDB00459,Hashiguchi1992,1613129,,,Diurnal effect on caffeine clearance.,pkdb/PKDB00459/study.json,yes,abstract_only,oa_W2075810958,abstracts,,https://doi.org/10.1002/j.1552-4604.1992.tb03824.x,title_exact,Abstract corpus record; no Paperclip full-text document path.
PKDB00251,pkdb,PKDB00251,Bornemann1985,2932334,,,Dose dependent pharmacokinetics of midazolam.,pkdb/PKDB00251/study.json,no,none,,,,,,no_exact_match
4851431,pmid,,Chiou1974,4851431,,,Dose- and dosage form-dependent pharmacokinetics of phenacetin and its metabolite in man.,pmid/4851431/study.json,no,none,,,,,,no_exact_match
PKDB00045,pkdb,PKDB00045,Kaplan1997,9378841,,,Dose-dependent pharmacokinetics and psychomotor effects of caffeine in humans.,pkdb/PKDB00045/study.json,yes,abstract_only,oa_W2162252433,abstracts,,https://doi.org/10.1002/j.1552-4604.1997.tb04356.x,title_exact,Abstract corpus record; no Paperclip full-text document path.
PKDB00018,pkdb,PKDB00018,Cheng1990,2328560,,,Dose-dependent pharmacokinetics of caffeine in humans: relevance as a test of quantitative liver function.,pkdb/PKDB00018/study.json,yes,abstract_only,oa_W2117647529,abstracts,,https://doi.org/10.1038/clpt.1990.66,title_exact,Abstract corpus record; no Paperclip full-text document path.
PKDB00374,pkdb,PKDB00374,Tuomilehto1995,7898078,,,Dose-response of simvastatin in primary hypercholesterolemia.,pkdb/PKDB00374/study.json,yes,abstract_only,oa_W2034065782,abstracts,,https://doi.org/10.1097/00005344-199424060-00012,title_exact,Abstract corpus record; no Paperclip full-text document path.
PKDB00156,pkdb,PKDB00156,Levy1971,5572442,,,Drug biotransformation interactions in man. 3. Acetaminophen and salicylamide.,pkdb/PKDB00156/study.json,no,none,,,,,,no_exact_match
4942784,pmid,,Levy1971b,4942784,,10.1002/jps.2600600423,Drug biotransformation interactions in man. V. Acetaminophen and salicylic acid.,pmid/4942784/study.json,no,none,,,,,,no_exact_match
PKDB00138,pkdb,PKDB00138,Doroshyenko2013,23401474,,,Drug cocktail interaction study on the effect of the orally administered lavender oil preparation silexan on cytochrome P450 enzymes in healthy volunteers.,pkdb/PKDB00138/study.json,no,none,,,,,,no_exact_match
PKDB00428,pkdb,PKDB00428,Armani2017,28155129,PMC5394143,10.1007/s40261-017-0497-0,Drug Interaction Potential of Osilodrostat (LCI699) Based on Its Effect on the Pharmacokinetics of Probe Drugs of Cytochrome P450 Enzymes in Healthy Adults.,pkdb/PKDB00428/study.json,yes,full_text,PMC5394143,pmc,/papers/PMC5394143/content.lines,https://paperclip.gxl.ai/citations/papers/PMC5394143,pmcid_exact,
PKDB00262,pkdb,PKDB00262,Brodie1980,7397068,PMC1429941,10.1111/j.1365-2125.1980.tb05853.x,Drug metabolism in white vegetarians.,pkdb/PKDB00262/study.json,yes,abstract_only,oa_W2047810674,abstracts,,https://doi.org/10.1111/j.1365-2125.1980.tb05853.x,doi_exact,Abstract corpus record; no Paperclip full-text document path.
PKDB00354,pkdb,PKDB00354,Lilja2000,11061578,,,Duration of effect of grapefruit juice on the pharmacokinetics of the CYP3A4 substrate simvastatin.,pkdb/PKDB00354/study.json,yes,abstract_only,oa_W2062230123,abstracts,,https://doi.org/10.1067/mcp.2000.110216,title_exact,Abstract corpus record; no Paperclip full-text document path.
PKDB00222,pkdb,PKDB00222,HolmerPettersson2004,15242431,,,Early bioavailability of paracetamol after oral or intravenous administration.,pkdb/PKDB00222/study.json,yes,abstract_only,oa_W1985750924,abstracts,,https://doi.org/10.1111/j.0001-5172.2004.00452.x,title_exact,Abstract corpus record; no Paperclip full-text document path.
PKDB00375,pkdb,PKDB00375,Ntanios1999,9920147,,,Effect of 3-hydroxy-3-methylglutaryl coenzyme A reductase inhibitor on sterol absorption in hypercholesterolemic subjects.,pkdb/PKDB00375/study.json,no,none,,,,,,no_exact_match
PKDB00148,pkdb,PKDB00148,Volak2013,22725836,PMC3579260,10.1111/j.1365-2125.2012.04364.x,"Effect of a herbal extract containing curcumin and piperine on midazolam, flurbiprofen and paracetamol (acetaminophen) pharmacokinetics in healthy volunteers.",pkdb/PKDB00148/study.json,yes,abstract_only,oa_W2171528405,abstracts,,https://doi.org/10.1111/j.1365-2125.2012.04364.x,doi_exact,Abstract corpus record; no Paperclip full-text document path.
8690818,pmid,,Gibson1996,8690818,,,Effect of age and gender on pharmacokinetics of atorvastatin in humans.,pmid/8690818/study.json,yes,abstract_only,oa_W1987970818,abstracts,,https://doi.org/10.1002/j.1552-4604.1996.tb04194.x,title_exact,Abstract corpus record; no Paperclip full-text document path.
PKDB00426,pkdb,PKDB00426,Wood1979,445957,,,Effect of aging and cigarette smoking on antipyrine and indocyanine green elimination.,pkdb/PKDB00426/study.json,yes,abstract_only,oa_W2235916215,abstracts,,https://doi.org/10.1002/cpt197926116,title_exact,Abstract corpus record; no Paperclip full-text document path.
PKDB00353,pkdb,PKDB00353,Kim2019,30729119,PMC6343132,10.1155/2019/1365180,Effect of Cilostazol on the Pharmacokinetics of Simvastatin in Healthy Subjects.,pkdb/PKDB00353/study.json,yes,full_text,PMC6343132,pmc,/papers/PMC6343132/content.lines,https://paperclip.gxl.ai/citations/papers/PMC6343132,pmcid_exact,
17652181,pmid,PKDB00599,Nakashima2007,17652181,,,"Effect of cinacalcet hydrochloride, a new calcimimetic agent, on the pharmacokinetics of dextromethorphan: in vitro and clinical studies.",pmid/17652181/study.json,yes,abstract_only,oa_W1970490248,abstracts,,https://doi.org/10.1177/0091270007304103,title_exact,Abstract corpus record; no Paperclip full-text document path.
PKDB00100,pkdb,PKDB00100,Mikus1997,9129563,,,Effect of codeine on gastrointestinal motility in relation to CYP2D6 phenotype.,pkdb/PKDB00100/study.json,yes,abstract_only,oa_W2086942133,abstracts,,https://doi.org/10.1016/s0009-9236(97)90196-x,title_exact,Abstract corpus record; no Paperclip full-text document path.
PKDB00116,pkdb,PKDB00116,Yue1999,10027657,,,Effect of codeine on oro-cecal transit time in Chinese healthy volunteers in comparison with Caucasian subjects.,pkdb/PKDB00116/study.json,no,none,,,,,,no_exact_match
PKDB00223,pkdb,PKDB00223,Adithan1988,3271619,,,Effect of diabetes mellitus on salivary paracetamol elimination.,pkdb/PKDB00223/study.json,yes,abstract_only,oa_W2056054656,abstracts,,https://doi.org/10.1111/j.1440-1681.1988.tb01102.x,title_exact,Abstract corpus record; no Paperclip full-text document path.
PKDB00121,pkdb,PKDB00121,Ganetsky2013,23436315,PMC4383763,10.1002/jcph.24,Effect of excipients on acetaminophen metabolism and its implications for prevention of liver injury.,pkdb/PKDB00121/study.json,yes,abstract_only,oa_W1543656248,abstracts,,https://doi.org/10.1002/jcph.24,doi_exact,Abstract corpus record; no Paperclip full-text document path.
10567007,pmid,,Fery1994,10567007,,,Effect of fasting on the intracellular metabolic partition of intravenously infused glucose in humans.,pmid/10567007/study.json,yes,abstract_only,oa_W2115829193,abstracts,,https://doi.org/10.1152/ajpendo.1999.277.5.e815,title_exact,Abstract corpus record; no Paperclip full-text document path.
PKDB00153,pkdb,PKDB00153,Divoll1982b,7161411,,,Effect of food on acetaminophen absorption in young and elderly subjects.,pkdb/PKDB00153/study.json,yes,abstract_only,oa_W2121610041,abstracts,,https://doi.org/10.1002/j.1552-4604.1982.tb02651.x,title_exact,Abstract corpus record; no Paperclip full-text document path.
8568017,pmid,,Radulovic1995,8568017,,,"Effect of food on the bioavailability of atorvastatin, an HMG-CoA reductase inhibitor.",pmid/8568017/study.json,yes,abstract_only,oa_W2110079281,abstracts,,https://doi.org/10.1002/j.1552-4604.1995.tb04015.x,title_exact,Abstract corpus record; no Paperclip full-text document path.
11112089,pmid,,Whitfield2000,11112089,,,"Effect of food on the pharmacodynamics and pharmacokinetics of atorvastatin, an inhibitor of HMG-CoA reductase.",pmid/11112089/study.json,no,none,,,,,,no_exact_match
PKDB00301,pkdb,PKDB00301,Kramer1995,11850698,,,Effect of Food on the Pharmacokinetics and Pharmacodynamics of Torsemide.,pkdb/PKDB00301/study.json,yes,abstract_only,oa_W2017220337,abstracts,,https://doi.org/10.1097/00045391-199506000-00010,title_exact,Abstract corpus record; no Paperclip full-text document path.
PKDB00257,pkdb,PKDB00257,Ray1986,3732379,,,Effect of halothane anaesthesia on salivary elimination of paracetamol.,pkdb/PKDB00257/study.json,no,none,,,,,,no_exact_match
PKDB00519,pkdb,PKDB00519,Cederberg1992,1499942,,,Effect of intravenous and oral omeprazole on 24-hour intragastric acidity in duodenal ulcer patients.,pkdb/PKDB00519/study.json,no,none,,,,,,no_exact_match
PKDB00175,pkdb,PKDB00175,Rashid1990,2390429,,,"Effect of intravenous atropine on gastric emptying, paracetamol absorption, salivary flow and heart rate in young and fit elderly volunteers.",pkdb/PKDB00175/study.json,yes,abstract_only,oa_W2089552576,abstracts,,https://doi.org/10.1111/j.1365-2125.1990.tb03739.x,title_exact,Abstract corpus record; no Paperclip full-text document path.
PKDB00070,pkdb,PKDB00070,Degn2004,15331551,,10.2337/diabetes.53.9.2397,Effect of intravenous infusion of exenatide (synthetic exendin-4) on glucose-dependent insulin secretion and counterregulation during hypoglycemia.,pkdb/PKDB00070/study.json,yes,abstract_only,oa_W2115707749,abstracts,,https://doi.org/10.2337/diabetes.53.9.2397,doi_exact,Abstract corpus record; no Paperclip full-text document path.
PKDB00252,pkdb,PKDB00252,Kawaguchi-Suzuki2017,27503364,PMC5299073,10.1002/jcph.807,Effect of Low-Furanocoumarin Hybrid Grapefruit Juice Consumption on Midazolam Pharmacokinetics.,pkdb/PKDB00252/study.json,yes,abstract_only,oa_W2507593829,abstracts,,https://doi.org/10.1002/jcph.807,doi_exact,Abstract corpus record; no Paperclip full-text document path.
20041473,pmid,PKDB00595,Zawertailo2010,20041473,,,Effect of metabolic blockade on the psychoactive effects of dextromethorphan.,pmid/20041473/study.json,yes,abstract_only,oa_W2095301214,abstracts,,https://doi.org/10.1002/hup.1086,title_exact,Abstract corpus record; no Paperclip full-text document path.
PKDB00261,pkdb,PKDB00261,Tokola1984,6529526,PMC1463700,,Effect of migraine attacks on paracetamol absorption.,pkdb/PKDB00261/study.json,yes,abstract_only,oa_W2010841923,abstracts,,https://doi.org/10.1111/j.1365-2125.1984.tb02557.x,title_exact,Abstract corpus record; no Paperclip full-text document path.
PKDB00356,pkdb,PKDB00356,Harvey2018,30171779,PMC6256010,10.1111/bcp.13753,Effect of multiple-dose osimertinib on the pharmacokinetics of simvastatin and rosuvastatin.,pkdb/PKDB00356/study.json,yes,abstract_only,oa_W2889340138,abstracts,,https://doi.org/10.1111/bcp.13753,doi_exact,Abstract corpus record; no Paperclip full-text document path.
PKDB00133,pkdb,PKDB00133,Itoh2002,12079004,,,Effect of nizatidine on paracetamol and its metabolites in human plasma.,pkdb/PKDB00133/study.json,yes,abstract_only,oa_W2086583607,abstracts,,https://doi.org/10.1211/0022357021779050,title_exact,Abstract corpus record; no Paperclip full-text document path.
PKDB00042,pkdb,PKDB00042,Hetzler1990,2312486,,,Effect of paraxanthine on FFA mobilization after intravenous caffeine administration in humans.,pkdb/PKDB00042/study.json,yes,abstract_only,oa_W2185407220,abstracts,,https://doi.org/10.1152/jappl.1990.68.1.44,title_exact,Abstract corpus record; no Paperclip full-text document path.
17192506,pmid,PKDB00672,Kim2003,17192506,,,Effect of polymorphic CYP3A5 genotype on the single-dose simvastatin pharmacokinetics in healthy subjects.,pmid/17192506/study.json,no,none,,,,,,no_exact_match
PKDB00016,pkdb,PKDB00016,Carbo1989,2920498,,,Effect of quinolones on caffeine disposition.,pkdb/PKDB00016/study.json,yes,abstract_only,oa_W1995796533,abstracts,,https://doi.org/10.1038/clpt.1989.23,title_exact,Abstract corpus record; no Paperclip full-text document path.
Kyrklund2004,legacy,PKDB00547,Kyrklund2004,14748817,PMC1884432,10.1046/j.1365-2125.2003.01972.x,Effect of rifampicin on pravastatin pharmacokinetics in healthy subjects.,legacy/Kyrklund2004/study.json,yes,abstract_only,oa_W1649837843,abstracts,,https://doi.org/10.1046/j.1365-2125.2003.01972.x,doi_exact,Abstract corpus record; no Paperclip full-text document path.
PKDB00185,pkdb,PKDB00185,Ray1985,,,,Effect of short surgical procedures on salivary paracetamol elimination,pkdb/PKDB00185/study.json,yes,abstract_only,oa_W1997957428,abstracts,,https://doi.org/10.1111/j.1365-2125.1985.tb05054.x,title_exact,Abstract corpus record; no Paperclip full-text document path.
PKDB00056,pkdb,PKDB00056,Parsons1978,657717,,,Effect of smoking on caffeine clearance.,pkdb/PKDB00056/study.json,yes,abstract_only,oa_W166333077,abstracts,,https://doi.org/10.1002/cpt197824140,title_exact,Abstract corpus record; no Paperclip full-text document path.
PKDB00445,pkdb,PKDB00445,Chen2009,19534587,,,Effect of sodium tanshinone II A sulfonate on the activity of CYP1A2 in healthy volunteers.,pkdb/PKDB00445/study.json,yes,abstract_only,oa_W2065229671,abstracts,,https://doi.org/10.1080/00498250902951763,title_exact,Abstract corpus record; no Paperclip full-text document path.
4593614,pmid,,Yen1974,4593614,,,"Effect of somatostatin in patients with acromegaly: suppression of growth hormone, prolactin, insulin and glucose levels.",pmid/4593614/study.json,no,none,,,,,,no_exact_match
4430704,pmid,,Gerich1974a,4430704,,,Effect of somatostatin on plasma glucose and insulin responses to glucagon and tolbutamide in man.,pmid/4430704/study.json,yes,abstract_only,oa_W2020633985,abstracts,,https://doi.org/10.1210/jcem-39-6-1057,title_exact,Abstract corpus record; no Paperclip full-text document path.
PKDB00324,pkdb,PKDB00324,Yu2004,15289787,,,Effect of the CYP3A5 genotype on the pharmacokinetics of intravenous midazolam during inhibited and induced metabolic states.,pkdb/PKDB00324/study.json,no,none,,,,,,no_exact_match
PKDB00003,pkdb,PKDB00003,Amchin1999,10073324,,,Effect of venlafaxine on CYP1A2-dependent pharmacokinetics and metabolism of caffeine.,pkdb/PKDB00003/study.json,yes,abstract_only,oa_W1688009931,abstracts,,https://doi.org/10.1177/009127009903900308,title_exact,Abstract corpus record; no Paperclip full-text document path.
PKDB00424,pkdb,PKDB00424,Marigold1981,7261553,,,Effects of a meal on plasma clearance of [14C]glycocholic acid and indocyanine green in man.,pkdb/PKDB00424/study.json,yes,abstract_only,oa_W2307263790,abstracts,,https://doi.org/10.1042/cs0610325,title_exact,Abstract corpus record; no Paperclip full-text document path.
9272591,pmid,,Oskarsson1997,9272591,,,Effects of C-peptide on insulin-induced hypoglycaemia and its counterregulatory responses in IDDM patients.,pmid/9272591/study.json,yes,abstract_only,oa_W2014996366,abstracts,,https://doi.org/10.1002/(sici)1096-9136(199708)14:8<655::aid-dia435>3.0.co;2-g,title_exact,Abstract corpus record; no Paperclip full-text document path.
PKDB00011,pkdb,PKDB00011,Benowitz2003,14586387,,,Effects of cigarette smoking and carbon monoxide on chlorzoxazone and caffeine metabolism.,pkdb/PKDB00011/study.json,yes,abstract_only,oa_W1974472457,abstracts,,https://doi.org/10.1016/j.clpt.2003.07.001,title_exact,Abstract corpus record; no Paperclip full-text document path.
PKDB00050,pkdb,PKDB00050,May1982,7075114,,,Effects of cimetidine on caffeine disposition in smokers and nonsmokers.,pkdb/PKDB00050/study.json,yes,abstract_only,oa_W2067118836,abstracts,,https://doi.org/10.1038/clpt.1982.91,title_exact,Abstract corpus record; no Paperclip full-text document path.
PKDB00490,pkdb,PKDB00490,Tian2019,30387917,,,Effects of Common CYP1A2 Genotypes and Other Key Factors on Intraindividual Variation in the Caffeine Metabolic Ratio: An Exploratory Analysis.,pkdb/PKDB00490/study.json,no,none,,,,,,no_exact_match
PKDB00318,pkdb,PKDB00318,Kosuge2001,11560871,,,Effects of CYP3A4 inhibition by diltiazem on pharmacokinetics and dynamics of diazepam in relation to CYP2C19 genotype status.,pkdb/PKDB00318/study.json,no,none,,,,,,no_exact_match
PKDB00051,pkdb,PKDB00051,McLean2002,12235049,,,Effects of exercise and thermal stress on caffeine pharmacokinetics in men and eumenorrheic women.,pkdb/PKDB00051/study.json,yes,abstract_only,oa_W2000888136,abstracts,,https://doi.org/10.1152/japplphysiol.00762.2000,title_exact,Abstract corpus record; no Paperclip full-text document path.
PKDB00004,pkdb,PKDB00004,Backman2008,17955229,,,Effects of gender and moderate smoking on the pharmacokinetics and effects of the CYP1A2 substrate tizanidine.,pkdb/PKDB00004/study.json,no,none,,,,,,no_exact_match
PKDB00507,pkdb,PKDB00507,Crouse1999,10335764,,,Effects of high doses of simvastatin and atorvastatin on high-density lipoprotein cholesterol and apolipoprotein A-I.,pkdb/PKDB00507/study.json,no,none,,,,,,no_exact_match
PKDB00369,pkdb,PKDB00369,OBrien2003,14612892,,,"Effects of imatinib mesylate (STI571, Glivec) on the pharmacokinetics of simvastatin, a cytochrome p450 3A4 substrate, in patients with chronic myeloid leukaemia.",pkdb/PKDB00369/study.json,yes,abstract_only,oa_W2068639674,abstracts,,https://doi.org/10.1038/sj.bjc.6601152,title_exact,Abstract corpus record; no Paperclip full-text document path.
PKDB00139,pkdb,PKDB00139,Kim2011,21219400,,,Effects of imatinib mesylate on the pharmacokinetics of paracetamol (acetaminophen) in Korean patients with chronic myelogenous leukaemia.,pkdb/PKDB00139/study.json,yes,abstract_only,oa_W1482302452,abstracts,,https://doi.org/10.1111/j.1365-2125.2010.03810.x,title_exact,Abstract corpus record; no Paperclip full-text document path.
11986393,pmid,,Karpe2002,11986393,PMC2290270,10.1113/jphysiol.2001.013358,Effects of insulin on adipose tissue blood flow in man.,pmid/11986393/study.json,yes,abstract_only,oa_W1989799665,abstracts,,https://doi.org/10.1113/jphysiol.2001.013358,doi_exact,Abstract corpus record; no Paperclip full-text document path.
2691176,pmid,,Coppack1989,2691176,,,Effects of insulin on human adipose tissue metabolism in vivo.,pmid/2691176/study.json,no,none,,,,,,no_exact_match
PKDB00458,pkdb,PKDB00458,HamonVilcot2004,15359622,,,Effects of malnutrition on cytochrome P450 1A2 activity in elderly patients.,pkdb/PKDB00458/study.json,no,none,,,,,,no_exact_match
PKDB00151,pkdb,PKDB00151,Prescott1981,7306429,PMC1401868,,Effects of microsomal enzyme induction on paracetamol metabolism in man.,pkdb/PKDB00151/study.json,yes,abstract_only,oa_W1529226096,abstracts,,https://doi.org/10.1111/j.1365-2125.1981.tb01193.x,title_exact,Abstract corpus record; no Paperclip full-text document path.
PKDB00323,pkdb,PKDB00323,Shord2010,20233179,PMC2824477,10.1111/j.1365-2125.2009.03559.x,Effects of oral clotrimazole troches on the pharmacokinetics of oral and intravenous midazolam.,pkdb/PKDB00323/study.json,yes,abstract_only,oa_W1978561913,abstracts,,https://doi.org/10.1111/j.1365-2125.2009.03559.x,doi_exact,Abstract corpus record; no Paperclip full-text document path.
PKDB00158,pkdb,PKDB00158,Mitchell1983,6861437,,,Effects of oral contraceptive steroids on acetaminophen metabolism and elimination.,pkdb/PKDB00158/study.json,yes,abstract_only,oa_W1996249056,abstracts,,https://doi.org/10.1038/clpt.1983.127,title_exact,Abstract corpus record; no Paperclip full-text document path.
PKDB00357,pkdb,PKDB00357,Zhi2003,12723464,,,"Effects of orlistat, a lipase inhibitor, on the pharmacokinetics of three highly lipophilic drugs (amiodarone, fluoxetine, and simvastatin) in healthy volunteers.",pkdb/PKDB00357/study.json,yes,abstract_only,oa_W2116256659,abstracts,,https://doi.org/10.1177/0091270003252236,title_exact,Abstract corpus record; no Paperclip full-text document path.
PKDB00221,pkdb,PKDB00221,Rumble1991,2029807,,,Effects of posture and sleep on the pharmacokinetics of paracetamol (acetaminophen) and its metabolites.,pkdb/PKDB00221/study.json,no,none,,,,,,no_exact_match
PKDB00344,pkdb,PKDB00344,Lilja2004,15206993,PMC1884539,10.1111/j.1365-2125.2004.02095.x,Effects of regular consumption of grapefruit juice on the pharmacokinetics of simvastatin.,pkdb/PKDB00344/study.json,yes,abstract_only,oa_W2081571706,abstracts,,https://doi.org/10.1111/j.1365-2125.2004.02095.x,doi_exact,Abstract corpus record; no Paperclip full-text document path.
PKDB00516,pkdb,PKDB00516,Pietro1989,2646895,,,Effects of simvastatin and probucol in hypercholesterolemia (Simvastatin Multicenter Study Group II).,pkdb/PKDB00516/study.json,no,none,,,,,,no_exact_match
PKDB00512,pkdb,PKDB00512,Moelgaard1988,3402470,,,"Effects of simvastatin on plasma lipid, lipoprotein and apolipoprotein concentrations in hypercholesterolaemia.",pkdb/PKDB00512/study.json,yes,abstract_only,oa_W2224930193,abstracts,,https://doi.org/10.1093/oxfordjournals.eurheartj.a062541,title_exact,Abstract corpus record; no Paperclip full-text document path.
PKDB00398,pkdb,PKDB00398,Huet1980,7398188,,,Effects of smoking and chronic hepatitis B on lidocaine and indocyanine green kinetics.,pkdb/PKDB00398/study.json,yes,abstract_only,oa_W1993298383,abstracts,,https://doi.org/10.1038/clpt.1980.152,title_exact,Abstract corpus record; no Paperclip full-text document path.
PKDB00513,pkdb,PKDB00513,Mol1986,2877129,,,Effects of synvinolin (MK-733) on plasma lipids in familial hypercholesterolaemia.,pkdb/PKDB00513/study.json,no,none,,,,,,no_exact_match
PKDB00066,pkdb,PKDB00066,Basu2009,19196896,,,"Effects of type 2 diabetes on insulin secretion, insulin action, glucose effectiveness, and postprandial glucose metabolism.",pkdb/PKDB00066/study.json,yes,abstract_only,oa_W2160873546,abstracts,,https://doi.org/10.2337/dc08-1826,title_exact,Abstract corpus record; no Paperclip full-text document path.
PKDB00377,pkdb,PKDB00377,Walker1990,,,,Efficacy and tolerability of simvastatin (epistatin) in the elderly,pkdb/PKDB00377/study.json,no,none,,,,,,no_exact_match
PKDB00422,pkdb,PKDB00422,Kearns1990,2246703,,,Enhanced hepatic drug clearance in patients with cystic fibrosis.,pkdb/PKDB00422/study.json,no,none,,,,,,no_exact_match
PKDB00402,pkdb,PKDB00402,Keiding1993,8151094,,,"Enhancement of unbound clearance of ICG by plasma proteins, demonstrated in human subjects and interpreted without assumption of facilitating structures.",pkdb/PKDB00402/study.json,no,none,,,,,,no_exact_match
PKDB00164,pkdb,PKDB00164,Mucklow1980,7397056,PMC1430020,,Environmental factors affecting paracetamol metabolism in London factory and office workers.,pkdb/PKDB00164/study.json,yes,abstract_only,oa_W2025172768,abstracts,,https://doi.org/10.1111/j.1365-2125.1980.tb00503.x,title_exact,Abstract corpus record; no Paperclip full-text document path.
PKDB00350,pkdb,PKDB00350,Kantola1998,9728898,,,Erythromycin and verapamil considerably increase serum simvastatin and simvastatin acid concentrations.,pkdb/PKDB00350/study.json,yes,abstract_only,oa_W2077732105,abstracts,,https://doi.org/10.1016/s0009-9236(98)90151-5,title_exact,Abstract corpus record; no Paperclip full-text document path.
